"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 24","2436144379.jpg","1975.1.210","Place Clichy by Signac in the Metropolitan Museum of Art, January 2008","ElissaSCA","Place de Clichy, 1888;Paul Signac (Paris 18631935);French;Oil on wood; 10 3/4 x 14 in. (27.3 x 35.6 cm);Robert Lehman Collection, 1975 (1975.1.210);;Text from: <a href=http://www.metmuseum.org/Works_of_Art/viewOne.asp?dep=22&amp;viewmode=1&amp;item=1975.1.210>www.metmuseum.org/Works_of_Art/viewOne.asp?dep=22&amp;vie...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: signac,ElissaSCA: neoimpressionism,ElissaSCA: landscape,ElissaSCA: 19thcentury,ElissaSCA: pointilism,ElissaSCA: postimpressionism,ElissaSCA: french,2D,Art2or3,painting,Artwork","Painting"
"SET 24","4352093883.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","4978194290.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5031638687.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5031639319.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5031643931.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5031644407.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5031645565.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5031647349.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5031648373.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5032262648.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5032264230.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5032266418.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5037293373.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5037293377.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5042837435.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5042837823.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5042838001.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5042838291.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5042838639.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5042839529.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5042840025.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5042840565.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043461632.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043461920.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043462790.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043463204.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043463414.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043463636.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043464188.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043464544.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043465114.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5043502176.jpg","-","New York City - Metropolitan Museum of Art","Been Around","Inside of the Metropolitan Museum of Art (&quot;The Met&quot;) - located on the eastern edge of Central Park - Upper East Side - Manhattan - New York City - United States of America","Been Around: themet,Been Around: museum,Been Around: metropolitan,Been Around: artupper,Been Around: east,Been Around: sideartkunstcentral,Been Around: parkmuseumnycusaunited,Been Around: statesusnew,Been Around: yorknew,Been Around: york,Been Around: city,Been Around: manhattan,Been Around: downtown,2D,Art2or3,painting,Artwork","Painting"
"SET 24","5045311378.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5049406878.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5052504639.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5052852865.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5052853491.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5059228211.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5059228213.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5059237811.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5059243570.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5059243572.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5059243578.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
"SET 24","5100848859.jpg","-","-","-","-","2D,Art2or3,painting,Artwork","Painting"
