"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 20","2097348871.jpg","03.14.5","NYC - Metropolitan Museum of Art - Three wall paintings from a reception hall","wallyg","<i>Three wall paintings from a reception hall</i>;Roman, Late Republican, ca. 50-40 BC;From the villa of P. Fannius Synistor at Boscoreale, Main Reception Hall;;left to right: Seated woman playing a kithara, enthroned couple (pictured here), woman holding a child;;These three large panels probably celebrate a dynastic marriage. At the left is a seated woman playing a kithara, a large stringed instrument; she must be an important personage at the court, for she wears a diadem and sits on a throne-like chair. The child who leans over her shoulder may also be a member of the ruling family. The wedded couple occupy the central panel. The ruler is shown in conventional heroic nudity, while his wife appears pensive, as brides in ancient art were often represented. The woman at the right is probably an oracle predicting the birth of a male heir, the future king. The image of a nude man wearing the white band that served as crown for Hellenistic rulers appears as a reflection in her shield.;;**;The April 20, 2007 unveiling of the 30,000 square foot Greek and Roman Galleries concluded a 15-year project and returned thousands of works from the Museums permanent collection to public view. Over 5,300 objects, created between about 900 B.C. and the early fourth century A.D., are displayed, tracing the parallel stories of the evolution of Greek art in the Hellenistic period and the arts of southern Italy and Etruria and culminating in the rich and varied world of the Roman Empire from from the Late Republican period and the Golden Age of Augustuss Principate to the conversion of Constantine the Great in A.D. 312. The centerpiece of the new installation is the <a href=http://www.flickr.com/photos/wallyg/522663013/>Leon Levy and Shelby White Court</a>, a monumental, peristyle cour court with a soaring two-story atrium that links the various galleries and themes. ;;The <a href=http://www.flickr.com/photos/wallyg/246896968/>Metropolitan Museum of Art</a>'s permanent collection contains more than two million works of art from around the world. It opened its doors on February 20, 1872, housed in a building located at 681 Fifth Avenue in New York City. Under their guidance of John Taylor Johnston and George Palmer Putnam, the Met's holdings, initially consisting of a Roman stone sarcophagus and 174 mostly European paintings, quickly outgrew the available space. In 1873, occasioned by the Met's purchase of the Cesnola Collection of Cypriot antiquities, the museum decamped from Fifth Avenue and took up residence at the Douglas Mansion on West 14th Street. However, these new accommodations were temporary; after negotiations with the city of New York, the Met acquired land on the east side of <a href=http://www.flickr.com/photos/wallyg/sets/72157594192309086/>Central Park</a>, where it built its permanent home, a red-brick Gothic Revival stone &quot;mausoleum&quot; designed by American architects Calvert Vaux and Jacob Wrey Mold. As of 2006, the Met measures almost a quarter mile long and occupies more than two million square feet, more than 20 times the size of the original 1880 building.;;In 2007, the Metropolitan Museum of Art was ranked #17 on the AIA 150 America's Favorite Architecture list.;;The Metropolitan Museum of Art was designated a landmark by the New York City Landmarks Preservation Commission in 1967. The interior was designated in 1977. ;;National Historic Register #86003556  addl accession Wall painting from Room H of the Villa of P. Fannius Synistor at Boscoreale Date: ca. 50–40 B.C. Medium: Fresco Accession Number: 03.14.5 On view in Gallery 164","wallyg: metropolitanmuseumofart,wallyg: metropolitanmuseum,wallyg: museum,wallyg: art,wallyg: landmark,wallyg: artmuseum,wallyg: museummile,wallyg: themet,wallyg: ues,wallyg: uppereastside,wallyg: nyclpc,wallyg: newyorkcitylandmarkspreservationcommission,wallyg: nyc,wallyg: gothamist,wallyg: newyorkcity,wallyg: manhattan,wallyg: painting,wallyg: greekandromangalleries,wallyg: newyork,wallyg: ny,wallyg: nationalregisterofhistoricplaces,wallyg: nrhp,wallyg: usnationalregisterofhistoricplaces,wallyg: nationalhistoriclandmark,wallyg: nhl,wallyg: usnationalhistoriclandmark,Art2or3,2D,Description,AccessionInDesc,fresco_mosaic,Artwork","Fresco_Mosaic"
"SET 20","5271432392.jpg","-","Arts de l'Islam Titre - Shahnama (livre de rois) - Buzurqmihr, maitre du jeu d'echecs. MET, NYC","renzodionigi","NA","renzodionigi: leisure,renzodionigi: piacere,renzodionigi: otium,renzodionigi: scacchi,renzodionigi: echecs,renzodionigi: chess,Art2or3,2D,Artwork","Book_Manuscript"
"SET 20","5437380822.jpg","1991.14","Detail of the Handscroll Searching the Mountains for Demons by Zheng Zhong in the Metropolitan Museum of Art, March 2009","ElissaSCA","Artist: Zheng Zhong (Chinese, active ca. 16121648);;Title/Object Name: Searching the Mountains for Demons;;Culture: China;;Period: late Ming dynasty (13681644);;Medium: Handscroll; ink and color on paper;;Dimensions: 10 5/8 in. x 27 ft. 9 1/2 in. (27 x 847.1 cm);;Classification: Painting;;Credit Line: Purchase, Bequest of Dorothy Graham Bennett, 1991;;Accession Number: 1991.14;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/asian_art/searching_the_mountains_for_demons_zheng_zhong//objectview.aspx?OID=60012299&amp;collID=6&amp;dd1=6 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/asian_...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: handscroll,ElissaSCA: scroll,ElissaSCA: chinese,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,ElissaSCA: tiger,Art2or3,2D,AccessionInDesc,Description,drawing,Artwork","Drawing"
"SET 20","5437380832.jpg","1991.14","Detail of the Handscroll Searching the Mountains for Demons by Zheng Zhong in the Metropolitan Museum of Art, March 2009","ElissaSCA","Artist: Zheng Zhong (Chinese, active ca. 16121648);;Title/Object Name: Searching the Mountains for Demons;;Culture: China;;Period: late Ming dynasty (13681644);;Medium: Handscroll; ink and color on paper;;Dimensions: 10 5/8 in. x 27 ft. 9 1/2 in. (27 x 847.1 cm);;Classification: Painting;;Credit Line: Purchase, Bequest of Dorothy Graham Bennett, 1991;;Accession Number: 1991.14;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/asian_art/searching_the_mountains_for_demons_zheng_zhong//objectview.aspx?OID=60012299&amp;collID=6&amp;dd1=6 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/asian_...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: handscroll,ElissaSCA: scroll,ElissaSCA: chinese,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,Art2or3,2D,AccessionInDesc,Description,drawing,Artwork","Drawing"
"SET 20","5437380834.jpg","1991.14","Detail of the Handscroll Searching the Mountains for Demons by Zheng Zhong in the Metropolitan Museum of Art, March 2009","ElissaSCA","Artist: Zheng Zhong (Chinese, active ca. 16121648);;Title/Object Name: Searching the Mountains for Demons;;Culture: China;;Period: late Ming dynasty (13681644);;Medium: Handscroll; ink and color on paper;;Dimensions: 10 5/8 in. x 27 ft. 9 1/2 in. (27 x 847.1 cm);;Classification: Painting;;Credit Line: Purchase, Bequest of Dorothy Graham Bennett, 1991;;Accession Number: 1991.14;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/asian_art/searching_the_mountains_for_demons_zheng_zhong//objectview.aspx?OID=60012299&amp;collID=6&amp;dd1=6 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/asian_...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: handscroll,ElissaSCA: scroll,ElissaSCA: chinese,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,Art2or3,2D,AccessionInDesc,Description,drawing,Artwork","Drawing"
"SET 20","5437380838.jpg","1991.14","Detail of the Handscroll Searching the Mountains for Demons by Zheng Zhong in the Metropolitan Museum of Art, March 2009","ElissaSCA","Artist: Zheng Zhong (Chinese, active ca. 16121648);;Title/Object Name: Searching the Mountains for Demons;;Culture: China;;Period: late Ming dynasty (13681644);;Medium: Handscroll; ink and color on paper;;Dimensions: 10 5/8 in. x 27 ft. 9 1/2 in. (27 x 847.1 cm);;Classification: Painting;;Credit Line: Purchase, Bequest of Dorothy Graham Bennett, 1991;;Accession Number: 1991.14;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/asian_art/searching_the_mountains_for_demons_zheng_zhong//objectview.aspx?OID=60012299&amp;collID=6&amp;dd1=6 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/asian_...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: handscroll,ElissaSCA: scroll,ElissaSCA: chinese,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,Art2or3,2D,AccessionInDesc,Description,drawing,Artwork","Drawing"
"SET 20","5437380840.jpg","1991.14","Detail of the Handscroll Searching the Mountains for Demons by Zheng Zhong in the Metropolitan Museum of Art, March 2009","ElissaSCA","Artist: Zheng Zhong (Chinese, active ca. 16121648);;Title/Object Name: Searching the Mountains for Demons;;Culture: China;;Period: late Ming dynasty (13681644);;Medium: Handscroll; ink and color on paper;;Dimensions: 10 5/8 in. x 27 ft. 9 1/2 in. (27 x 847.1 cm);;Classification: Painting;;Credit Line: Purchase, Bequest of Dorothy Graham Bennett, 1991;;Accession Number: 1991.14;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/asian_art/searching_the_mountains_for_demons_zheng_zhong//objectview.aspx?OID=60012299&amp;collID=6&amp;dd1=6 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/asian_...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: handscroll,ElissaSCA: scroll,ElissaSCA: chinese,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,ElissaSCA: monkey,Art2or3,2D,AccessionInDesc,Description,drawing,Artwork","Drawing"
"SET 20","5437432762.jpg","1991.14","Detail of the Handscroll Searching the Mountains for Demons by Zheng Zhong in the Metropolitan Museum of Art, March 2009","ElissaSCA","Artist: Zheng Zhong (Chinese, active ca. 16121648);;Title/Object Name: Searching the Mountains for Demons;;Culture: China;;Period: late Ming dynasty (13681644);;Medium: Handscroll; ink and color on paper;;Dimensions: 10 5/8 in. x 27 ft. 9 1/2 in. (27 x 847.1 cm);;Classification: Painting;;Credit Line: Purchase, Bequest of Dorothy Graham Bennett, 1991;;Accession Number: 1991.14;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/asian_art/searching_the_mountains_for_demons_zheng_zhong//objectview.aspx?OID=60012299&amp;collID=6&amp;dd1=6 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/asian_...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: handscroll,ElissaSCA: scroll,ElissaSCA: chinese,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,Art2or3,2D,AccessionInDesc,Description,drawing,Artwork","Drawing"
"SET 20","5437432766.jpg","1991.14","Detail of the Handscroll Searching the Mountains for Demons by Zheng Zhong in the Metropolitan Museum of Art, March 2009","ElissaSCA","Artist: Zheng Zhong (Chinese, active ca. 16121648);;Title/Object Name: Searching the Mountains for Demons;;Culture: China;;Period: late Ming dynasty (13681644);;Medium: Handscroll; ink and color on paper;;Dimensions: 10 5/8 in. x 27 ft. 9 1/2 in. (27 x 847.1 cm);;Classification: Painting;;Credit Line: Purchase, Bequest of Dorothy Graham Bennett, 1991;;Accession Number: 1991.14;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/asian_art/searching_the_mountains_for_demons_zheng_zhong//objectview.aspx?OID=60012299&amp;collID=6&amp;dd1=6 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/asian_...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: handscroll,ElissaSCA: scroll,ElissaSCA: chinese,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,Art2or3,2D,AccessionInDesc,Description,drawing,Artwork","Drawing"
"SET 20","5437432772.jpg","1991.14","Detail of the Handscroll Searching the Mountains for Demons by Zheng Zhong in the Metropolitan Museum of Art, March 2009","ElissaSCA","Artist: Zheng Zhong (Chinese, active ca. 16121648);;Title/Object Name: Searching the Mountains for Demons;;Culture: China;;Period: late Ming dynasty (13681644);;Medium: Handscroll; ink and color on paper;;Dimensions: 10 5/8 in. x 27 ft. 9 1/2 in. (27 x 847.1 cm);;Classification: Painting;;Credit Line: Purchase, Bequest of Dorothy Graham Bennett, 1991;;Accession Number: 1991.14;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/asian_art/searching_the_mountains_for_demons_zheng_zhong//objectview.aspx?OID=60012299&amp;collID=6&amp;dd1=6 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/asian_...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: handscroll,ElissaSCA: scroll,ElissaSCA: chinese,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,ElissaSCA: dragon,Art2or3,2D,AccessionInDesc,Description,drawing,Artwork","Drawing"
