"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 23","5128499048.jpg","-","Stars & Stripes","Julian Wigley","Photo mash. Egyptian head wrapped in a Jasper Johns","Julian Wigley: digital,Julian Wigley: wigley,Julian Wigley: art,Julian Wigley: julianwigley,Julian Wigley: iphone,Julian Wigley: doubleexposure,Julian Wigley: collage,Julian Wigley: photo,Julian Wigley: mobileart,Julian Wigley: face,Julian Wigley: dxp,Julian Wigley: mash,Julian Wigley: head,Julian Wigley: graphicexperiment,Julian Wigley: camera,Julian Wigley: brushes,Julian Wigley: falseconstruct,Julian Wigley: metopolitanmuseumofartnyc,Julian Wigley: egyptian,Julian Wigley: antiguity,Julian Wigley: museumofmodernart,Julian Wigley: nyc,Julian Wigley: jasperjohns,Julian Wigley: flag,Julian Wigley: socialcomment,Julian Wigley: pattern,Julian Wigley: repetition,Julian Wigley: red,Julian Wigley: culturalappropriation,Julian Wigley: symbols,Julian Wigley: stars,Julian Wigley: stripes,Julian Wigley: blue,Julian Wigley: white,Julian Wigley: ironic,Julian Wigley: language,Julian Wigley: writing,Julian Wigley: script,Julian Wigley: sculpture,Julian Wigley: bust,Julian Wigley: woman,Julian Wigley: mask,Julian Wigley: arthistory,Julian Wigley: compilation,Julian Wigley: history,2D,Art2o3,photography,Artwork","Photography"
"SET 23","5207161730.jpg","26.41","The Censer by Martin Schongauer in the Metropolitan Museum of Art, March 2009","ElissaSCA","Artist: Martin Schongauer (German, Colmar ca. 1435/501491 Breisach);;Title: The Censer;;Medium: Engraving;;Dimensions: 10 11/16 x 8 5/32 in. (27.1 x 20.7 cm);;Classification: Prints;;Credit Line: Harris Brisbane Dick Fund, 1926;;Accession Number: 26.41;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/drawings_and_prints/the_censer_martin_schongauer//objectview.aspx?OID=90003155&amp;collID=9&amp;dd1=9 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/drawin...</a>;;and;;Schongauer played an important role in the development of engraving in the latter half of the fifteenth century. This image of a censer- a container used to burn incense during mass- is one of the most celebrated prints he produced, not least for the precision of detail the work displays. Schongauer gave the object a degree of physical presence and illusionism entirely new to engraving of this period. It is likely that the print reproduced an existing object, though it may also have been executed as a model for goldsmiths.;;Text excerpted from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: german,ElissaSCA: northernrenaissance,ElissaSCA: fujifinepixs6000fd,ElissaSCA: censer,ElissaSCA: engraving,ElissaSCA: schongauer,Description,AccessionInDesc,2D,Art2o3,drawing,Artwork","Drawing"
"SET 23","5244276347.jpg","-","-","branko_","chariot racing stadium - circi maximi;270,000 spectators (sometimes 375,000), 621 meters by 118 meters.;Surrounding the track was the euripus, ten feet wide and ten feet deep, to protect spectators from the wild animals that were exhibited there before the construction of the Colosseum.;Dionysius: &quot;there are entrances and ascents for the spectators at every shop, so that the countless thousands of people may enter and depart without inconvenience.&quot;;The &quot;spine&quot; (middle section, decorated with obelisks which were symbols of the sun and immortality, pillars and images of the gods such as Cibele and Neptune, god of the seas and horses.;Statue of Cybele (Magna Mater) mounted on a lion, facing the finish line (metae) and opposite the Temple of the Sun (The Circus was dedicated to the Sun).;To the right of the obelisk, the dolphin lap counter, and the metae.;At the other end of the Circus, opposite the starting gates, is the arch of Titus, surmounted by a quadriga and charioteer (left);On the right, the starting boxes (carceres);The smaller obelisk now stands in the centre of the Piazza del Popolo in Rome.;It originally belonged to the Egyptian Pharaoh Ramses II in the 13th Century BC. It was taken by Augustus from Heliopolis soon after the annexation of Egypt in 30 BC. It was placed at the eastern end of the spin of the Circus as a monument to the conquest of Egypt and a dedication to the sun.;The second obelisk (15 century bc) stands by the basilica of San Giovanni in the Lateran (Rome). It is the tallest obelisk in Rome, reaching 45.7m (about 150ft) including pedestal and decoration. ;These two obelisks are the tallest still standing in Rome.;And... the basilica of San Giovanni in the Lateran, is the Pope's basilica.;Now, since obelisks are sun worshipping artifacts, plainly pagan objects; how is it that the Pope, in Rome would have a Pagan object, right in front of his basilica?;Well...;Actually if you do a little research, you'll find that the Roman Catholic Church, is basically the continuation of Paganism; and sun worshipping is alive and well at the Vatican.;;The obelisk brought to Rome from Alexandria by Caligula in AD 37 for the spina of the Circus of Caligula and Nero (Gaius and Nero) -a different Circus than Circus Maximus-, was carried by a ship described by Pliny as &quot;the most amazing thing that had ever been seen at sea&quot;;It is at the Circus of Gaius and Nero that St. Peter's Basilica is presently located.;;Ammianus Marcellinus: In AD 357, &quot;He (Constantius II) tore it from its foundations, but then let it lie for a long period on the ground while the necessary preparations were being made for its transport. It was brought down the Nile by water and landed at Alexandria, where a ship of unheard-of size, requiring 300 rowers, was built for it....At last, however, the obelisk was embarked and conveyed overseas and up the Tiber....The obelisk was landed at Vicus Alexandri, three miles below the city. There it was placed on a sledge, slowly dragged through the Ostian Gate and the Piscina Publica, and brought into the Circus Maximus. It only remained to set it upright, a task which seemed almost, if not totally, impossible. [Dangerously tall masts were erected], which gave the impression of a forest of beams. To these were attached long, stout ropes which formed a network so dense it hid the sky. The mountain of obelisk covered with inscribed figures was tied to the ropes and gradually hauled up through the empty air, where it hung suspended for a long time till at last the efforts of many thousands of men turning what looked like millstones placed it in position in the middle of the Circus.&quot;;;On the night of July 18, AD 64; a fire began in the shops of the Circus Maximus and raged for nine days. Nearly two thirds of Rome burned and countless persons perished.;Suetonius: &quot;Every other interesting or memorable survival from the olden days went up in flames&quot;;Many of the populace believed that Nero intentionally had started the fire, while Nero blamed the Christians.;On AD 66","branko_: circus,branko_: maximus,branko_: metropolitan,branko_: museum,branko_: art,branko_: leica,branko_: m9,branko_: branko,branko_: metropolitanmuseum,branko_: pagan,branko_: paganism,branko_: rome,branko_: circo,branko_: massimo,branko_: circi,branko_: maximi,drawing,Artwork","Drawing"
"SET 23","5288567133.jpg","25.68.3","Detail of Royal Horse and Groom in the Metropolitan Museum of Art, March 2009","ElissaSCA","Object Name: Album leaf, illustrated;;Title: Royal Riding Horse and Runner;;Reign: Akbar (15561605);;Date: 16th17th century;;Geography: India;;Medium: Ink, opaque watercolor, and gold on paper;;Dimensions: Entire Painting: 11 3/4 x 17 1/2 in. (29.8 x 44.5 cm) Illustration: 6 1/2 x 9 3/4 in. (16.5 x 24.8 cm);;Classification: Codices;;Credit Line: Fletcher Fund, 1925;;Accession Number: 25.68.3;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/islamic_art/royal_riding_horse_and_runner//objectview.aspx?OID=140005046&amp;collID=14&amp;dd1=14 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/islami...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: painting,ElissaSCA: indian,ElissaSCA: horse,ElissaSCA: fujifinepixs6000fd,ElissaSCA: islamic,AccessionInDesc,Description,2D,Art2o3,Artwork","Book_Manuscript"
"SET 23","5288567137.jpg","25.68.3","Detail of Royal Horse and Groom in the Metropolitan Museum of Art, March 2009","ElissaSCA","Object Name: Album leaf, illustrated;;Title: Royal Riding Horse and Runner;;Reign: Akbar (15561605);;Date: 16th17th century;;Geography: India;;Medium: Ink, opaque watercolor, and gold on paper;;Dimensions: Entire Painting: 11 3/4 x 17 1/2 in. (29.8 x 44.5 cm) Illustration: 6 1/2 x 9 3/4 in. (16.5 x 24.8 cm);;Classification: Codices;;Credit Line: Fletcher Fund, 1925;;Accession Number: 25.68.3;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/islamic_art/royal_riding_horse_and_runner//objectview.aspx?OID=140005046&amp;collID=14&amp;dd1=14 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/islami...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: asian,ElissaSCA: painting,ElissaSCA: indian,ElissaSCA: horse,ElissaSCA: fujifinepixs6000fd,ElissaSCA: islamic,AccessionInDesc,Description,2D,Art2o3,Artwork","Book_Manuscript"
"SET 23","5298033658.jpg","55.121.10.36","Shah Jahan and Prince Dara in the Metropolitan Museum of Art, February 2009","ElissaSCA","Object Name: Album leaf;;Title: Shah Jahan Album;;Painter: Nanha;;Calligrapher: Mir 'Ali;;Reign: Jahangir (160527), verso;;Date: verso: ca. 1620;;Geography: India;;Medium: Ink, opaque watercolor, and gold on paper Margins: Gold and opaque watercolor on dyed paper;;Dimensions: H: 15 5/16 in. (38.9 cm) W: 10 5/16 in. (26.2 cm);;Classification: Codices;;Credit Line: Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955;;Accession Number: 55.121.10.36;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/islamic_art/shah_jahan_album_nanha//objectview.aspx?OID=140008594&amp;collID=14&amp;dd1=14 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/islami...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: islamic,ElissaSCA: asian,ElissaSCA: indian,ElissaSCA: painting,ElissaSCA: illumination,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,2D,Art2o3,Artwork","Book_Manuscript"
"SET 23","5298033664.jpg","55.121.10.36","Detail of Shah Jahan and Prince Dara in the Metropolitan Museum of Art, February 2009","ElissaSCA","Object Name: Album leaf;;Title: Shah Jahan Album;;Painter: Nanha;;Calligrapher: Mir 'Ali;;Reign: Jahangir (160527), verso;;Date: verso: ca. 1620;;Geography: India;;Medium: Ink, opaque watercolor, and gold on paper Margins: Gold and opaque watercolor on dyed paper;;Dimensions: H: 15 5/16 in. (38.9 cm) W: 10 5/16 in. (26.2 cm);;Classification: Codices;;Credit Line: Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955;;Accession Number: 55.121.10.36;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/islamic_art/shah_jahan_album_nanha//objectview.aspx?OID=140008594&amp;collID=14&amp;dd1=14 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/islami...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: islamic,ElissaSCA: asian,ElissaSCA: indian,ElissaSCA: painting,ElissaSCA: illumination,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,2D,Art2o3,Artwork","Book_Manuscript"
"SET 23","5298033668.jpg","55.121.10.36","Detail of Shah Jahan and Prince Dara in the Metropolitan Museum of Art, February 2009","ElissaSCA","Object Name: Album leaf;;Title: Shah Jahan Album;;Painter: Nanha;;Calligrapher: Mir 'Ali;;Reign: Jahangir (160527), verso;;Date: verso: ca. 1620;;Geography: India;;Medium: Ink, opaque watercolor, and gold on paper Margins: Gold and opaque watercolor on dyed paper;;Dimensions: H: 15 5/16 in. (38.9 cm) W: 10 5/16 in. (26.2 cm);;Classification: Codices;;Credit Line: Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955;;Accession Number: 55.121.10.36;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/islamic_art/shah_jahan_album_nanha//objectview.aspx?OID=140008594&amp;collID=14&amp;dd1=14 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/islami...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: islamic,ElissaSCA: asian,ElissaSCA: indian,ElissaSCA: painting,ElissaSCA: illumination,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,2D,Art2o3,Artwork","Book_Manuscript"
"SET 23","5298033674.jpg","55.121.10.36","Detail of Shah Jahan and Prince Dara in the Metropolitan Museum of Art, February 2009","ElissaSCA","Object Name: Album leaf;;Title: Shah Jahan Album;;Painter: Nanha;;Calligrapher: Mir 'Ali;;Reign: Jahangir (160527), verso;;Date: verso: ca. 1620;;Geography: India;;Medium: Ink, opaque watercolor, and gold on paper Margins: Gold and opaque watercolor on dyed paper;;Dimensions: H: 15 5/16 in. (38.9 cm) W: 10 5/16 in. (26.2 cm);;Classification: Codices;;Credit Line: Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955;;Accession Number: 55.121.10.36;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/islamic_art/shah_jahan_album_nanha//objectview.aspx?OID=140008594&amp;collID=14&amp;dd1=14 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/islami...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2009,ElissaSCA: islamic,ElissaSCA: asian,ElissaSCA: indian,ElissaSCA: painting,ElissaSCA: illumination,ElissaSCA: bird,ElissaSCA: peacock,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,2D,Art2o3,Artwork","Book_Manuscript"
"SET 23","2300308355.jpg","49.7.41","Don Manuel Osorio by Goya in the Metropolitan Museum of Art, December 2007","ElissaSCA","Manuel Osorio Manrique de Zuniga (17841792), possibly 1790s;Francisco de Goya y Lucientes (Spanish, 17461828);Oil on canvas; 50 x 40 in. (127 x 101.6 cm);The Jules Bache Collection, 1949 (49.7.41) ; ;The sitter is the son of the Count and Countess of Altamira. Outfitted in a splendid red costume, he is shown playing with a pet magpie (which holds the painter's calling card in its beak), a cage full of finches, and three wide-eyed cats. In Christian art birds frequently symbolize the soul, and in Baroque art caged birds are symbolic of innocence. Goya may have intended this portrait as an illustration of the frail boundaries that separate the child's world from the forces of evil or as a commentary on the fleeting nature of innocence and youth.; ;; ;;The picture is one of several portraits commissioned by the Altamiras after Goya was appointed painter to the king in 1786. It may have been executed after the child's death in 1792, since the imagery and sinister undertone seem more characteristic of Goya's works of the 1790s.;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/Manuel_Osorio_Manrique_de_Zuniga_1784_1792_Francisco_de_Goya_y_Lucientes/ViewObject.aspx?depNm=european_paintings&amp;pID=-1&amp;kWd=Goya&amp;OID=110000987&amp;vW=-1&amp;Pg=1&amp;St=0&amp;StOd=1&amp;vT=1>www.metmuseum.org/Works_of_Art/collection_database/Manuel...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: goya,ElissaSCA: spanish,ElissaSCA: painting,ElissaSCA: portrait,ElissaSCA: fujifinepixs6000fd,2D,Art2o3,painting,Artwork","Painting"
