"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 04","8374195506.jpg","1983.257","East meets Warhol","Anutasclera","Metropolitan Museum","Anutasclera: andywarhol,Anutasclera: warhol,Anutasclera: mao,Anutasclera: met,Anutasclera: metropolitan,Anutasclera: metropolitanmuseum,Anutasclera: museum,Anutasclera: circle,Anutasclera: zen,Anutasclera: east,Anutasclera: eastmeetswest,Anutasclera: maowarhol,Anutasclera: maozedong,Anutasclera: maotsetung,Anutasclera: maoportrait,Anutasclera: portrait,Description,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 04","8427972197.jpg","-","NA","Marat Elkanidze","<a href=http://www.flickr.com/photos/maratel/8427972197/in/photostream/lightbox/>www.flickr.com/photos/maratel/8427972197/in/photostream/l...</a>","Marat Elkanidze: thebronzeage,Marat Elkanidze: lagedairain,Marat Elkanidze: henriregnault,Marat Elkanidze: salome,Marat Elkanidze: metropolitanmuseum,Marat Elkanidze: sculptures,Marat Elkanidze: rodin,3D,Art2or3,2D,Artwork,painting_and_sculpture","Sculpture"
"SET 04","8463921186.jpg","-","L1004123","clara.huang318","NA","NA,3D,Art2or3,2D,Artwork,painting_and_sculpture","Sculpture"
"SET 04","8463921246.jpg","-","L1004122","clara.huang318","NA","NA,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 04","8484296290.jpg","29.100.370","The Metropolitan Museum of Art","Alex E. Pajares","NA  addl The Little Fourteen-Year-Old Dancer Edgar Degas (French, Paris 1834–1917 Paris) Date: model executed ca. 1880, cast 1922 Medium: Bronze, partially tinted, with cotton skirt and satin hair ribbon; wood base Accession Number: 29.100.370 On view in Gallery 815","NA,3D,Art2or3,2D,Inhabited,painting,Artwork","Painting"
"SET 04","8512200286.jpg","03.14.3","NA","Marat Elkanidze","Wall painting fragment from the peristyle of the Villa of P. Fannius Synistor at Boscoreale and Aphrodite Anadyomene  addl Wall painting fragment from the peristyle of the Villa of P. Fannius Synistor at Boscoreale Date: ca. 50–40 B.C. Medium: Fresco Accession Number: 03.14.3 On view in Gallery 164","Marat Elkanidze: metropolitanmuseum,Marat Elkanidze: sculptures,Marat Elkanidze: aphroditeanadyomene,Marat Elkanidze: wallpainting,3D,Art2or3,2D,painting,Artwork","Painting"
"SET 04","8532192663.jpg","29.100.370","The Little Dancer, Metropolitan Museum of Art","odinocki","NA  addl The Little Fourteen-Year-Old Dancer Edgar Degas (French, Paris 1834–1917 Paris) Date: model executed ca. 1880, cast 1922 Medium: Bronze, partially tinted, with cotton skirt and satin hair ribbon; wood base Accession Number: 29.100.370 On view in Gallery 815 ","NA,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 04","6533951197.jpg","-","Metropolitan Museum NY","JohnVenice","Scene at the Metropolitan Museum New York","JohnVenice: metropolitan,JohnVenice: newyork,JohnVenice: artgallery,JohnVenice: art,JohnVenice: manhattan,JohnVenice: nyc,JohnVenice: usa,JohnVenice: gallery,JohnVenice: museum,Description,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 04","6823831085.jpg","67.187.91","The Metropolitan Museum of Art","Alex E. Pajares","NA  addl Head of a Woman Pablo Picasso (Spanish, Malaga 1881–1973 Mougins, France ) Date: 1903 Medium: Oil on canvas Accession Number: 67.187.91 Not on view","NA,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 04","7578408098.jpg","1975.1.233","The Metropolitan Museum of Art","Alex E. Pajares","NA  addl google images  Masqueraders Raimundo de Madrazo y Garreta (Spanish, Rome 1841–1920 Versailles) Date: 1875–78 Medium: Oil on canvas Accession Number: 1975.1.233 On view in Gallery 957","NA,2D,Art2or3,painting,Artwork","Painting"
"SET 04","7578411982.jpg","1975.1.95, 1975.1.96","The Metropolitan Museum of Art","Alex E. Pajares","NA  addl google image  Portrait of a Man, possibly Matteo di Sebastiano di Bernardino Gozzadini Attributed to the Maestro delle Storie del Pane (Italian (Emilian), active late 15th century) Date: 1494(?) Medium: Tempera on wood Accession Number: 1975.1.95 On view in Gallery 959   Portrait of a Woman, possibly Ginevra d'Antonio Lupari Gozzadini Attributed to the Maestro delle Storie del Pane (Italian (Emilian), active late 15th century) Date: 1494? Medium: Tempera on wood Accession Number: 1975.1.96 On view in Gallery 959","NA,2D,Art2or3,painting,Artwork","Painting"
"SET 04","8231352160.jpg","14.40.816","The Return to the Fold TheMET(6)","rverc","Anton Mauve Dutch, 1838-1888;;<b><i>The Return to the Fold </i></b>;Oil on canvas;Signed (lower right): AMauve f;Anton Mauve was extremely productive during the last years of his career and often treated the motif of the shepherd and his flock. These works were extremely popular with both European and American collectors. In 1881 and 1882 his wifes cousin, Vincent van Gogh, studied with him. Van Goghs letters are filled with admiration for Mauves talent and the work of many of the other members of The Hague School, a group of painters who comprised the Dutch equivalent of the Barbizon School in France.;Bequest of Benjamin Altman, 1913;14.40.816;;From the placard: Metropolitan Museum of Art;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: europeanpainting,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
