"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 38","2392294122.jpg","-","L1065093","Susan NYC","NA","Susan NYC: nyc,Susan NYC: leica,Susan NYC: m8,Susan NYC: art,Susan NYC: metropolitanmuseum,Susan NYC: museums,Susan NYC: leicam8,Susan NYC: met,Susan NYC: museum,Susan NYC: 2010,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 38","2737742847.jpg","-","The Met","Jason Phillips Design","August 2nd 2008","Jason Phillips Design: themetropolitanmuseumofart,Jason Phillips Design: themet,Jason Phillips Design: jasonphillipsdesign,Jason Phillips Design: wwwjasonphillipsdesigncom,Jason Phillips Design: jasonphillipsjpdjasonphillipsphotographywwwjasonphillipsphotographyjasonphillipsdesignjasonphillipsphotographyjppjasontoddphillips,Jason Phillips Design: jasonphillips,Jason Phillips Design: jason,Jason Phillips Design: todd,Jason Phillips Design: phillips,Jason Phillips Design: design,Jason Phillips Design: jasonphillipsdesigncom,Jason Phillips Design: jasonphillipsphotography,Jason Phillips Design: wwwjasonphillipsphotographycom,Jason Phillips Design: jasonphillipsphotographycom,Jason Phillips Design: jpp,Jason Phillips Design: jpd,Jason Phillips Design: jasontoddphillips,Jason Phillips Design: timewemet,Jason Phillips Design: httpwwwjasonphillipsdesigncom,Jason Phillips Design: designer,Jason Phillips Design: httpwwwphillipscollectioncom,Jason Phillips Design: wwwphillipscollectioncom,Jason Phillips Design: phillipscollection,Jason Phillips Design: thephillipscollection,Jason Phillips Design: everypieceaconversation,Jason Phillips Design: furniture,Jason Phillips Design: furnishings,Jason Phillips Design: art,Jason Phillips Design: modern,Jason Phillips Design: contemporary,Jason Phillips Design: fasion,Jason Phillips Design: jasonphillipsjpdjasonphillipsphotographyw,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 38","3012610123.jpg","-","Degas' dancer","Kate Pitches","NA","Kate Pitches: timewemet,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 38","3012610983.jpg","-","2 dancers","Kate Pitches","NA","Kate Pitches: timewemet,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 38","3326174085.jpg","-","Photography","mhilsenrad","3/1/9 at the Met","mhilsenrad: timewemet,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 38","3328811807.jpg","-","DSCN0677","Kate Pitches","NA","NA,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 38","3329658464.jpg","-","Giacometti","Kate Pitches","My dad took the same picture of me when we were in Spain at a museum in Barcelona!","NA,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 38","3320357762.jpg","-","DSCF8222","tita41182","NA","tita41182: timewemet,Art2or3,Inhabited,sculpture,Artwork,3D","Sculpture"
"SET 38","3326661644.jpg","-","met hottie #1","nayrb7","nyc, 02/27/09","nayrb7: nyc,nayrb7: ny,nayrb7: newyork,nayrb7: newyorkcity,nayrb7: met,nayrb7: themet,nayrb7: metropolitan,nayrb7: metropolitanmuseumofart,nayrb7: hottie,nayrb7: edwardpenfield,nayrb7: penfield,nayrb7: cycles,nayrb7: orientcycles,2D,Art2or3,Artwork,drawing","Drawing"
"SET 38","3332508334.jpg","-","the met","pitsbrghr","NA","pitsbrghr: tiimewemet,pitsbrghr: metropolitanmuseumofart,2D,Art2or3,3D,Inhabited,Artwork,painting_and_sculpture","Painting"
"SET 38","2232407720.jpg","-","Standing Woman (Elevation), 1927","LoriBravo","Gaston Lachaise ;American, born in France, 18821935","LoriBravo: nyc,LoriBravo: metropolitan,LoriBravo: met,LoriBravo: museum,LoriBravo: joe,LoriBravo: modern,LoriBravo: american,LoriBravo: woman,LoriBravo: sculpture,LoriBravo: timewemet,LoriBravo: metropolitanmuseum,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 38","3334223980.jpg","-","ST.JOAN OF ARC","testher83","photo at metropolitan museum","testher83: its,testher83: time,testher83: we,testher83: american,testher83: wing,Description,Stylized,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Painting"
"SET 38","2235191323.jpg","-","Cow's Skull, Red White and Blue (1931)","LoriBravo","Georgia O'Keefe;American, 1887 - 1986;Oil on Canvas","LoriBravo: nyc,LoriBravo: met,LoriBravo: metropolitan,LoriBravo: museum,LoriBravo: art,LoriBravo: okeefe,LoriBravo: painting,LoriBravo: skull,LoriBravo: joe,LoriBravo: timewemet,LoriBravo: metropolitanmuseum,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 38","2264623714.jpg","-","de Chirico and Joe","LoriBravo","Joe and de Chirico's Self Portrait.","LoriBravo: nyc,LoriBravo: met,LoriBravo: museum,LoriBravo: de,LoriBravo: chirico,LoriBravo: joe,LoriBravo: timewemet,LoriBravo: metropolitanmuseum,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 38","2264627000.jpg","-","de Chirico and Joe","LoriBravo","Joe and de Chirico's Self Portrait.","LoriBravo: nyc,LoriBravo: met,LoriBravo: museum,LoriBravo: de,LoriBravo: chirico,LoriBravo: joe,LoriBravo: timewemet,LoriBravo: metropolitanmuseum,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 38","2392293190.jpg","-","people","Susan NYC","NA","Susan NYC: nyc,Susan NYC: leica,Susan NYC: m8,Susan NYC: l1065092,Susan NYC: metropolitanmuseum,Susan NYC: museums,Susan NYC: leicam8,Susan NYC: met,Susan NYC: museum,Susan NYC: 2010,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 38","2395837149.jpg","-","Seeing into the past","LoriBravo","Or is the past seeing us?","LoriBravo: nyc,LoriBravo: metropolitan,LoriBravo: museum,LoriBravo: art,LoriBravo: met,LoriBravo: joe,LoriBravo: timewemet,LoriBravo: metropolitanmuseum,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 38","2653597389.jpg","-","NA","Marita Cosma","NA","Marita Cosma: pollocks,Marita Cosma: metropolitanmuseum,Marita Cosma: timewemet,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 38","2737737333.jpg","-","The Met","Jason Phillips Design","August 2nd 2008","Jason Phillips Design: themetropolitanmuseumofart,Jason Phillips Design: themet,Jason Phillips Design: jasonphillipsdesign,Jason Phillips Design: wwwjasonphillipsdesigncom,Jason Phillips Design: jasonphillipsjpdjasonphillipsphotographywwwjasonphillipsphotographyjasonphillipsdesignjasonphillipsphotographyjppjasontoddphillips,Jason Phillips Design: jasonphillips,Jason Phillips Design: jason,Jason Phillips Design: todd,Jason Phillips Design: phillips,Jason Phillips Design: design,Jason Phillips Design: jasonphillipsdesigncom,Jason Phillips Design: jasonphillipsphotography,Jason Phillips Design: wwwjasonphillipsphotographycom,Jason Phillips Design: jasonphillipsphotographycom,Jason Phillips Design: jpp,Jason Phillips Design: jpd,Jason Phillips Design: jasontoddphillips,Jason Phillips Design: timewemet,Jason Phillips Design: httpwwwjasonphillipsdesigncom,Jason Phillips Design: designer,Jason Phillips Design: httpwwwphillipscollectioncom,Jason Phillips Design: wwwphillipscollectioncom,Jason Phillips Design: phillipscollection,Jason Phillips Design: thephillipscollection,Jason Phillips Design: everypieceaconversation,Jason Phillips Design: furniture,Jason Phillips Design: furnishings,Jason Phillips Design: art,Jason Phillips Design: modern,Jason Phillips Design: contemporary,Jason Phillips Design: fasion,Jason Phillips Design: jasonphillipsjpdjasonphillipsphotographyw,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 38","2738596276.jpg","-","The Met - Chuck Close","Jason Phillips Design","August 2nd 2008","Jason Phillips Design: themetropolitanmuseumofart,Jason Phillips Design: themet,Jason Phillips Design: jasonphillipsdesign,Jason Phillips Design: wwwjasonphillipsdesigncom,Jason Phillips Design: jasonphillipsjpdjasonphillipsphotographywwwjasonphillipsphotographyjasonphillipsdesignjasonphillipsphotographyjppjasontoddphillips,Jason Phillips Design: jasonphillips,Jason Phillips Design: jason,Jason Phillips Design: todd,Jason Phillips Design: phillips,Jason Phillips Design: design,Jason Phillips Design: jasonphillipsdesigncom,Jason Phillips Design: jasonphillipsphotography,Jason Phillips Design: wwwjasonphillipsphotographycom,Jason Phillips Design: jasonphillipsphotographycom,Jason Phillips Design: jpp,Jason Phillips Design: jpd,Jason Phillips Design: jasontoddphillips,Jason Phillips Design: timewemet,Jason Phillips Design: httpwwwjasonphillipsdesigncom,Jason Phillips Design: designer,Jason Phillips Design: httpwwwphillipscollectioncom,Jason Phillips Design: wwwphillipscollectioncom,Jason Phillips Design: phillipscollection,Jason Phillips Design: thephillipscollection,Jason Phillips Design: everypieceaconversation,Jason Phillips Design: furniture,Jason Phillips Design: furnishings,Jason Phillips Design: art,Jason Phillips Design: modern,Jason Phillips Design: contemporary,Jason Phillips Design: fasion,Jason Phillips Design: jasonphillipsjpdjasonphillipsphotographyw,2D,Art2or3,Inhabited,painting,Artwork","Painting"
